(c) Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Ergebnisse nach Wahlkreisen;;;;;;;;;;;;;;;;
Status:;Zwischenergebnis;;;;;;;;;;;;;;;
Stand:;23.02.2025;21:50;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Wahlart;Wahltag;Gebietsart;Gebietsnummer;Gebietsname;UegGebietsart;UegGebietsnummer;Gruppenart;Gruppenname;Gruppenreihenfolge;Stimme;Anzahl;Prozent;VorpAnzahl;VorpProzent;DiffProzent;DiffProzentPkt;Bemerkung;Gewählt
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;System-Gruppe;Gültige;-1;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;System-Gruppe;Gültige;-1;2;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;SPD;1;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;SPD;1;2;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;CDU;2;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;CDU;2;2;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;GRÜNE;3;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;GRÜNE;3;2;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;FDP;4;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;FDP;4;2;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;AfD;5;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;AfD;5;2;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Die Linke;6;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Die Linke;6;2;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Tierschutzpartei;7;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Tierschutzpartei;7;2;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;dieBasis;8;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;dieBasis;8;2;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Die PARTEI;9;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Die PARTEI;9;2;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;FREIE WÄHLER;10;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;FREIE WÄHLER;10;2;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;PIRATEN;11;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;PIRATEN;11;2;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Volt;12;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Volt;12;2;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;PdH;13;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;PdH;13;2;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;MLPD;14;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;MLPD;14;2;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;2;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;BSW;16;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;BSW;16;2;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;System-Gruppe;Übrige;1000;1;;;;;;;;
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;System-Gruppe;Übrige;1000;2;;;;;;;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;System-Gruppe;Wahlberechtigte;-4;;194010;;194371;;-0,185727;;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;System-Gruppe;Wählende;-3;;162072;83,537962;146954;75,6049;10,287573;7,933062;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;System-Gruppe;Ungültige;-2;1;1113;0,686732;1460;0,993508;-23,767123;-0,306776;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;System-Gruppe;Ungültige;-2;2;755;0,465842;982;0,668236;-23,11609;-0,202394;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;System-Gruppe;Gültige;-1;1;160959;99,313268;145494;99,006492;10,629304;0,306776;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;System-Gruppe;Gültige;-1;2;161317;99,534158;145972;99,331764;10,51229;0,202394;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;SPD;1;1;44311;27,529371;46455;31,929152;-4,615219;-4,399781;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;SPD;1;2;36820;22,824625;48196;33,017291;-23,603619;-10,192666;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;CDU;2;1;56910;35,35683;49116;33,758093;15,868556;1,598737;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;CDU;2;2;49080;30,424568;36915;25,289097;32,954084;5,135471;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;GRÜNE;3;1;13005;8,079697;19702;13,541452;-33,991473;-5,461755;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;GRÜNE;3;2;16558;10,264262;21139;14,481544;-21,670845;-4,217282;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;FDP;4;1;5318;3,303947;13671;9,396264;-61,100139;-6,092317;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;FDP;4;2;7376;4,572364;17628;12,076289;-58,157477;-7,503925;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;AfD;5;1;27353;16,993769;9683;6,655257;182,484767;10,338511;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;AfD;5;2;28346;17,571614;10372;7,105472;173,293482;10,466141;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Die Linke;6;1;9613;5,972328;4029;2,769186;138,595185;3,203142;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Die Linke;6;2;10982;6,807714;3920;2,685447;180,153061;4,122267;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Tierschutzpartei;7;1;;;;;;;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Tierschutzpartei;7;2;1807;1,120155;1774;1,215302;1,860203;-0,095147;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;dieBasis;8;1;;;2111;1,450919;;-1,450919;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;dieBasis;8;2;414;0,256638;1722;1,179678;-75,958188;-0,923041;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Die PARTEI;9;1;;;;;;;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Die PARTEI;9;2;694;0,430209;1294;0,886471;-46,367852;-0,456263;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;FREIE WÄHLER;10;1;4449;2,764058;;;;;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;FREIE WÄHLER;10;2;1943;1,204461;1322;0,905653;46,974281;0,298808;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;PIRATEN;11;1;;;;;;;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;PIRATEN;11;2;234;0,145056;465;0,318554;-49,677419;-0,173498;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Volt;12;1;;;;;;;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Volt;12;2;807;0,500257;228;0,156194;253,947368;0,344063;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;PdH;13;1;;;;;;;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;PdH;13;2;95;0,05889;118;0,080837;-19,491525;-0,021947;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;MLPD;14;1;;;;;;;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;MLPD;14;2;29;0,017977;21;0,014386;38,095238;0,003591;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;1;;;;;;;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;2;212;0,131418;;;;;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;BSW;16;1;;;;;;;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;BSW;16;2;5920;3,669793;;;;;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Team Todenhöfer;17;1;;;;;;;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Team Todenhöfer;17;2;;;395;0,2706;;-0,2706;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;ÖDP;18;1;;;;;;;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;ÖDP;18;2;;;113;0,077412;;-0,077412;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;System-Gruppe;Übrige;1000;1;;;727;0,499677;;-0,499677;;
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;System-Gruppe;Übrige;1000;2;;;350;0,239772;;-0,239772;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;System-Gruppe;Wahlberechtigte;-4;;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;System-Gruppe;Wählende;-3;;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;System-Gruppe;Ungültige;-2;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;System-Gruppe;Ungültige;-2;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;System-Gruppe;Gültige;-1;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;System-Gruppe;Gültige;-1;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;SPD;1;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;SPD;1;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;CDU;2;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;CDU;2;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;GRÜNE;3;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;GRÜNE;3;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;FDP;4;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;FDP;4;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;AfD;5;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;AfD;5;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;Die Linke;6;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;Die Linke;6;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;Tierschutzpartei;7;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;Tierschutzpartei;7;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;dieBasis;8;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;dieBasis;8;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;Die PARTEI;9;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;Die PARTEI;9;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;FREIE WÄHLER;10;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;FREIE WÄHLER;10;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;PIRATEN;11;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;PIRATEN;11;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;Volt;12;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;Volt;12;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;PdH;13;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;PdH;13;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;MLPD;14;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;MLPD;14;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;BSW;16;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;BSW;16;2;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;System-Gruppe;Übrige;1000;1;;;;;;;;
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;System-Gruppe;Übrige;1000;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;System-Gruppe;Wahlberechtigte;-4;;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;System-Gruppe;Wählende;-3;;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;System-Gruppe;Ungültige;-2;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;System-Gruppe;Ungültige;-2;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;System-Gruppe;Gültige;-1;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;System-Gruppe;Gültige;-1;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;SPD;1;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;SPD;1;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;CDU;2;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;CDU;2;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;GRÜNE;3;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;GRÜNE;3;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;FDP;4;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;FDP;4;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;AfD;5;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;AfD;5;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;Die Linke;6;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;Die Linke;6;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;Tierschutzpartei;7;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;Tierschutzpartei;7;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;dieBasis;8;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;dieBasis;8;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;Die PARTEI;9;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;Die PARTEI;9;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;FREIE WÄHLER;10;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;FREIE WÄHLER;10;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;PIRATEN;11;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;PIRATEN;11;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;Volt;12;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;Volt;12;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;PdH;13;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;PdH;13;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;MLPD;14;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;MLPD;14;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;BSW;16;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;Partei;BSW;16;2;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;System-Gruppe;Übrige;1000;1;;;;;;;;
BT;23.02.2025;Wahlkreis;035;Rotenburg I – Heidekreis;LAND;03;System-Gruppe;Übrige;1000;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;System-Gruppe;Wahlberechtigte;-4;;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;System-Gruppe;Wählende;-3;;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;System-Gruppe;Ungültige;-2;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;System-Gruppe;Ungültige;-2;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;System-Gruppe;Gültige;-1;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;System-Gruppe;Gültige;-1;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;SPD;1;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;SPD;1;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;CDU;2;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;CDU;2;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;GRÜNE;3;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;GRÜNE;3;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;FDP;4;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;FDP;4;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;AfD;5;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;AfD;5;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;Die Linke;6;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;Die Linke;6;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;Tierschutzpartei;7;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;Tierschutzpartei;7;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;dieBasis;8;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;dieBasis;8;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;Die PARTEI;9;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;Die PARTEI;9;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;FREIE WÄHLER;10;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;FREIE WÄHLER;10;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;PIRATEN;11;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;PIRATEN;11;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;Volt;12;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;Volt;12;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;PdH;13;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;PdH;13;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;MLPD;14;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;MLPD;14;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;BSW;16;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Partei;BSW;16;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Einzelbewerber/Wählergruppe;EB:Manske;17;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;Einzelbewerber/Wählergruppe;EB:Manske;17;2;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;System-Gruppe;Übrige;1000;1;;;;;;;;
BT;23.02.2025;Wahlkreis;036;Harburg;LAND;03;System-Gruppe;Übrige;1000;2;;;;;;;;
BT;23.02.2025;Wahlkreis;037;Lüchow-Dannenberg – Lüneburg;LAND;03;System-Gruppe;Wahlberechtigte;-4;;182679;;182673;;0,003285;;;
BT;23.02.2025;Wahlkreis;037;Lüchow-Dannenberg – Lüneburg;LAND;03;System-Gruppe;Wählende;-3;;154831;84,755774;139183;76,192431;11,242752;8,563343;;
BT;23.02.2025;Wahlkreis;037;Lüchow-Dannenberg – Lüneburg;LAND;03;System-Gruppe;Ungültige;-2;1;944;0,609697;1546;1,110768;-38,939198;-0,501071;;
BT;23.02.2025;Wahlkreis;037;Lüchow-Dannenberg – Lüneburg;LAND;03;System-Gruppe;Ungültige;-2;2;676;0,436605;1077;0,773801;-37,233055;-0,337196;;
BT;23.02.2025;Wahlkreis;037;Lüchow-Dannenberg – Lüneburg;LAND;03;System-Gruppe;Gültige;-1;1;153887;99,390303;137637;98,889232;11,806418;0,501071;;
BT;23.02.2025;Wahlkreis;037;Lüchow-Dannenberg – Lüneburg;LAND;03;System-Gruppe;Gültige;-1;2;154155;99,563395;138106;99,226199;11,620784;0,337196;;
BT;23.02.2025;Wahlkreis;037;Lüchow-Dannenberg – Lüneburg;LAND;03;Partei;SPD;1;1;42817;27,823663;38784;28,178469;10,398618;-0,354807;;
