(c) Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Ergebnisse nach Wahlkreisen;;;;;;;;;;;;;;;;
Status:;Zwischenergebnis;;;;;;;;;;;;;;;
Stand:;23.02.2025;23:56;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Wahlart;Wahltag;Gebietsart;Gebietsnummer;Gebietsname;UegGebietsart;UegGebietsnummer;Gruppenart;Gruppenname;Gruppenreihenfolge;Stimme;Anzahl;Prozent;VorpAnzahl;VorpProzent;DiffProzent;DiffProzentPkt;Bemerkung;Gewählt
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;FDP;4;2;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;AfD;5;1;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;AfD;5;2;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Die Linke;6;1;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Die Linke;6;2;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;SSW;7;1;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;SSW;7;2;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Die PARTEI;8;1;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Die PARTEI;8;2;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;FREIE WÄHLER;9;1;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;FREIE WÄHLER;9;2;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Volt;10;1;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Volt;10;2;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;MLPD;11;1;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;MLPD;11;2;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;1;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;2;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;BSW;13;1;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;BSW;13;2;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Einzelbewerber/Wählergruppe;EB:Krüger-Winands;14;1;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Einzelbewerber/Wählergruppe;EB:Krüger-Winands;14;2;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;System-Gruppe;Übrige;1000;1;;;;;;;;
BT;23.02.2025;Wahlkreis;001;Flensburg – Schleswig;LAND;01;System-Gruppe;Übrige;1000;2;;;;;;;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;System-Gruppe;Wahlberechtigte;-4;;186019;;188267;;-1,194049;;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;System-Gruppe;Wählende;-3;;153755;82,655535;145387;77,223836;5,755673;5,431699;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;System-Gruppe;Ungültige;-2;1;1043;0,678352;1337;0,919615;-21,989529;-0,241263;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;System-Gruppe;Ungültige;-2;2;855;0,556079;1242;0,854272;-31,15942;-0,298192;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;System-Gruppe;Gültige;-1;1;152712;99,321648;144050;99,080385;6,01319;0,241263;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;System-Gruppe;Gültige;-1;2;152900;99,443921;144145;99,145728;6,073745;0,298192;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;SPD;1;1;31169;20,410315;40026;27,786185;-22,128117;-7,375871;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;SPD;1;2;26637;17,42119;37926;26,311006;-29,76586;-8,889816;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;CDU;2;1;49866;32,653623;43745;30,367928;13,992456;2,285695;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;CDU;2;2;45300;29,627207;35511;24,63561;27,566106;4,991597;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;GRÜNE;3;1;16627;10,887815;20611;14,308226;-19,329484;-3,420411;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;GRÜNE;3;2;18763;12,271419;22588;15,670332;-16,93377;-3,398913;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;FDP;4;1;5749;3,764603;13958;9,689691;-58,812151;-5,925088;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;FDP;4;2;7617;4,981687;18350;12,730237;-58,490463;-7,74855;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;AfD;5;1;24472;16,024936;8274;5,743839;195,769882;10,281097;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;AfD;5;2;24564;16,065402;8798;6,103576;179,199818;9,961826;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Die Linke;6;1;7919;5,185578;4060;2,818466;95,049261;2,367112;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Die Linke;6;2;9437;6,172008;4437;3,07815;112,688754;3,093857;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;SSW;7;1;14253;9,333255;9410;6,532454;51,466525;2,800801;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;SSW;7;2;12263;8,020275;9516;6,601686;28,867171;1,418589;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Die PARTEI;8;1;;;;;;;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Die PARTEI;8;2;1067;0,697842;1322;0,917132;-19,288956;-0,21929;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;FREIE WÄHLER;9;1;1485;0,972419;1510;1,048247;-1,655629;-0,075828;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;FREIE WÄHLER;9;2;1098;0,718116;1081;0,749939;1,572618;-0,031823;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Volt;10;1;1172;0,767458;;;;;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Volt;10;2;1023;0,669065;237;0,164418;331,64557;0,504647;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;MLPD;11;1;;;;;;;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;MLPD;11;2;48;0,031393;26;0,018037;84,615385;0,013356;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;1;;;;;;;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;2;177;0,115762;;;;;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;BSW;13;1;;;;;;;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;BSW;13;2;4906;3,208633;;;;;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;dieBasis;14;1;;;2254;1,564734;;-1,564734;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;dieBasis;14;2;;;1836;1,273717;;-1,273717;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Team Todenhöfer;15;1;;;;;;;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Team Todenhöfer;15;2;;;239;0,165805;;-0,165805;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;ÖDP;16;1;;;;;;;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;ÖDP;16;2;;;121;0,083943;;-0,083943;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;PdH;17;1;;;;;;;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;PdH;17;2;;;130;0,090187;;-0,090187;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Tierschutzpartei;18;1;;;;;;;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;Partei;Tierschutzpartei;18;2;;;1604;1,112768;;-1,112768;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;System-Gruppe;Übrige;1000;1;;;202;0,140229;;-0,140229;;
BT;23.02.2025;Wahlkreis;002;Nordfriesland – Dithmarschen Nord;LAND;01;System-Gruppe;Übrige;1000;2;;;423;0,293455;;-0,293455;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;System-Gruppe;Wahlberechtigte;-4;;175816;;176899;;-0,612214;;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;System-Gruppe;Wählende;-3;;146576;83,368977;136299;77,049051;7,540041;6,319926;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;System-Gruppe;Ungültige;-2;1;1141;0,778436;1319;0,967725;-13,495072;-0,18929;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;System-Gruppe;Ungültige;-2;2;805;0,549203;1190;0,873081;-32,352941;-0,323877;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;System-Gruppe;Gültige;-1;1;145435;99,221564;134980;99,032275;7,745592;0,18929;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;System-Gruppe;Gültige;-1;2;145771;99,450797;135109;99,126919;7,891406;0,323877;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;SPD;1;1;30733;21,131777;39379;29,173952;-21,955865;-8,042175;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;SPD;1;2;25645;17,592662;37468;27,731683;-31,554927;-10,139021;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;CDU;2;1;50928;35,017706;39431;29,212476;29,157262;5,80523;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;CDU;2;2;42612;29,232152;32842;24,307781;29,748493;4,924371;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;GRÜNE;3;1;14468;9,948087;16686;12,361831;-13,292581;-2,413745;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;GRÜNE;3;2;16079;11,030315;19237;14,238134;-16,416281;-3,207819;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;FDP;4;1;5647;3,882834;19315;14,309527;-70,763655;-10,426693;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;FDP;4;2;7447;5,108698;18492;13,686727;-59,728531;-8,578029;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;AfD;5;1;29693;20,416681;10429;7,72633;184,715697;12,690351;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;AfD;5;2;29679;20,360017;11303;8,365838;162,576307;11,994179;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Die Linke;6;1;8709;5,988242;4339;3,21455;100,71445;2,773692;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Die Linke;6;2;9684;6,643297;4524;3,348408;114,058355;3,294889;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;SSW;7;1;;;;;;;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;SSW;7;2;4991;3,423863;3366;2,491322;48,276887;0,932542;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Die PARTEI;8;1;;;;;;;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Die PARTEI;8;2;1213;0,832127;1346;0,996233;-9,881129;-0,164106;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;FREIE WÄHLER;9;1;3120;2,145288;2566;1,901022;21,590023;0,244266;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;FREIE WÄHLER;9;2;1552;1,064684;1713;1,267865;-9,398716;-0,203182;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Volt;10;1;2137;1,469385;;;;;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Volt;10;2;1233;0,845847;226;0,167272;445,575221;0,678575;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;MLPD;11;1;;;;;;;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;MLPD;11;2;45;0,03087;25;0,018504;80;0,012367;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;1;;;;;;;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;2;236;0,161898;;;;;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;BSW;13;1;;;;;;;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;BSW;13;2;5355;3,67357;;;;;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;dieBasis;14;1;;;2040;1,511335;;-1,511335;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;dieBasis;14;2;;;1712;1,267125;;-1,267125;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Team Todenhöfer;15;1;;;;;;;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Team Todenhöfer;15;2;;;283;0,209461;;-0,209461;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;ÖDP;16;1;;;;;;;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;ÖDP;16;2;;;105;0,077715;;-0,077715;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;PdH;17;1;;;;;;;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;PdH;17;2;;;118;0,087337;;-0,087337;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Tierschutzpartei;18;1;;;;;;;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;Partei;Tierschutzpartei;18;2;;;1719;1,272306;;-1,272306;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;System-Gruppe;Übrige;1000;1;;;795;0,588976;;-0,588976;;
BT;23.02.2025;Wahlkreis;003;Steinburg – Dithmarschen Süd;LAND;01;System-Gruppe;Übrige;1000;2;;;630;0,46629;;-0,46629;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;System-Gruppe;Wahlberechtigte;-4;;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;System-Gruppe;Wählende;-3;;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;System-Gruppe;Ungültige;-2;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;System-Gruppe;Ungültige;-2;2;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;System-Gruppe;Gültige;-1;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;System-Gruppe;Gültige;-1;2;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;SPD;1;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;SPD;1;2;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;CDU;2;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;CDU;2;2;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;GRÜNE;3;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;GRÜNE;3;2;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;FDP;4;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;FDP;4;2;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;AfD;5;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;AfD;5;2;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;Die Linke;6;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;Die Linke;6;2;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;SSW;7;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;SSW;7;2;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;Die PARTEI;8;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;Die PARTEI;8;2;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;FREIE WÄHLER;9;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;FREIE WÄHLER;9;2;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;Volt;10;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;Volt;10;2;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;MLPD;11;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;MLPD;11;2;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;2;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;BSW;13;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Partei;BSW;13;2;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Einzelbewerber/Wählergruppe;EB:Baasch;14;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Einzelbewerber/Wählergruppe;EB:Baasch;14;2;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Einzelbewerber/Wählergruppe;EB:Kisifli;15;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;Einzelbewerber/Wählergruppe;EB:Kisifli;15;2;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;System-Gruppe;Übrige;1000;1;;;;;;;;
BT;23.02.2025;Wahlkreis;004;Rendsburg-Eckernförde;LAND;01;System-Gruppe;Übrige;1000;2;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;System-Gruppe;Wahlberechtigte;-4;;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;System-Gruppe;Wählende;-3;;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;System-Gruppe;Ungültige;-2;1;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;System-Gruppe;Ungültige;-2;2;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;System-Gruppe;Gültige;-1;1;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;System-Gruppe;Gültige;-1;2;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;SPD;1;1;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;SPD;1;2;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;CDU;2;1;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;CDU;2;2;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;GRÜNE;3;1;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;GRÜNE;3;2;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;FDP;4;1;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;FDP;4;2;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;AfD;5;1;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;AfD;5;2;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;Die Linke;6;1;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;Die Linke;6;2;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;SSW;7;1;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;SSW;7;2;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;Die PARTEI;8;1;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;Die PARTEI;8;2;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;FREIE WÄHLER;9;1;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;FREIE WÄHLER;9;2;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;Volt;10;1;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;Volt;10;2;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;MLPD;11;1;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;MLPD;11;2;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;1;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;BÜNDNIS DEUTSCHLAND;12;2;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;BSW;13;1;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;Partei;BSW;13;2;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;System-Gruppe;Übrige;1000;1;;;;;;;;
BT;23.02.2025;Wahlkreis;005;Kiel;LAND;01;System-Gruppe;Übrige;1000;2;;;;;;;;
BT;23.02.2025;Wahlkreis;006;Plön – Neumünster;LAND;01;System-Gruppe;Wahlberechtigte;-4;;173740;;174908;;-0,66778;;;
BT;23.02.2025;Wahlkreis;006;Plön – Neumünster;LAND;01;System-Gruppe;Wählende;-3;;143605;82,655117;133721;76,452192;7,391509;6,202925;;
BT;23.02.2025;Wahlkreis;006;Plön – Neumünster;LAND;01;System-Gruppe;Ungültige;-2;1;1892;1,317503;1759;1,315425;7,561114;0,002077;;
BT;23.02.2025;Wahlkreis;006;Plön – Neumünster;LAND;01;System-Gruppe;Ungültige;-2;2;950;0,661537;1194;0,892904;-20,435511;-0,231367;;
BT;23.02.2025;Wahlkreis;006;Plön – Neumünster;LAND;01;System-Gruppe;Gültige;-1;1;141713;98,682497;131962;98,684575;7,389248;-0,002077;;
BT;23.02.2025;Wahlkreis;006;Plön – Neumünster;LAND;01;System-Gruppe;Gültige;-1;2;142655;99,338463;132527;99,107096;7,642216;0,231367;;
BT;23.02.2025;Wahlkreis;006;Plön – Neumünster;LAND;01;Partei;SPD;1;1;33977;23,975923;41497;31,446174;-18,121792;-7,470251;;
BT;23.02.2025;Wahlkreis;006;Plön – Neumünster;LAND;01;Partei;SPD;1;2;27342;19,166521;38670;29,17896;-29,294026;-10,012439;;
