(c) Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Ergebnisse nach Wahlkreisen;;;;;;;;;;;;;;;;
Status:;Zwischenergebnis;;;;;;;;;;;;;;;
Stand:;23.02.2025;23:56;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Wahlart;Wahltag;Gebietsart;Gebietsnummer;Gebietsname;UegGebietsart;UegGebietsnummer;Gruppenart;Gruppenname;Gruppenreihenfolge;Stimme;Anzahl;Prozent;VorpAnzahl;VorpProzent;DiffProzent;DiffProzentPkt;Bemerkung;Gewählt
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;Tierschutzpartei;9;2;381490;0,962966;536015;1,449821;-28,828484;-0,486855;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;dieBasis;10;1;35707;0,090384;576074;1,561078;-93,801664;-1,470694;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;dieBasis;10;2;64857;0,163714;486425;1,31569;-86,666598;-1,151976;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;Die PARTEI;11;1;90838;0,229935;410439;1,112231;-77,868088;-0,882295;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;Die PARTEI;11;2;191575;0,483578;364450;0,98577;-47,43449;-0,502192;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;Team Todenhöfer;12;1;7666;0,019405;5422;0,014693;41,386942;0,004712;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;Team Todenhöfer;12;2;18516;0,046739;167223;0,452307;-88,92736;-0,405569;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;PIRATEN;13;1;1219;0,003086;47294;0,12816;-97,422506;-0,125074;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;PIRATEN;13;2;11749;0,029657;134731;0,364422;-91,279661;-0,334765;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;Volt;14;1;294484;0,745418;59525;0,161304;394,723226;0,584113;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;Volt;14;2;277923;0,70154;131013;0,354366;112,13391;0,347174;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;ÖDP;15;1;53649;0,1358;136103;0,36882;-60,582059;-0,23302;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;ÖDP;15;2;41245;0,104112;94239;0,254899;-56,233619;-0,150787;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;SSW;16;1;18870;0,047765;12032;0,032605;56,831782;0,01516;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;SSW;16;2;38710;0,097713;27373;0,074039;41,416725;0,023674;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;Verjüngungsforschung;17;1;;;805;0,002181;;-0,002181;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;Verjüngungsforschung;17;2;304;0,000767;37395;0,101147;-99,187057;-0,100379;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;PdH;18;1;1386;0,003508;8296;0,022481;-83,293153;-0,018973;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;PdH;18;2;13473;0,034009;36918;0,099856;-63,505607;-0,065847;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;Bündnis C;19;1;;;5293;0,014343;;-0,014343;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;Bündnis C;19;2;3769;0,009514;27926;0,075535;-86,503617;-0,066021;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;BP;20;1;5784;0,014641;36748;0,099582;-84,260368;-0,084941;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;BP;20;2;12315;0,031086;32790;0,088691;-62,442818;-0,057605;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;MLPD;21;1;17218;0,043583;16542;0,044826;4,086568;-0,001243;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;MLPD;21;2;15375;0,03881;13830;0,037408;11,171367;0,001402;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;MENSCHLICHE WELT;22;1;;;301;0,000816;;-0,000816;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;MENSCHLICHE WELT;22;2;694;0,001752;3786;0,01024;-81,669308;-0,008489;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;PdF;23;1;537;0,001359;;;;;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;PdF;23;2;16232;0,040973;2396;0,006481;577,462437;0,034492;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;SGP;24;1;73;0,000185;;;;;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;SGP;24;2;378;0,000954;1068;0,002889;-64,606742;-0,001935;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;BüSo;25;1;1303;0,003298;539;0,001461;141,74397;0,001838;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;BüSo;25;2;656;0,001656;568;0,001536;15,492958;0,00012;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;BÜNDNIS DEUTSCHLAND;26;1;70725;0,179024;;;;;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;BÜNDNIS DEUTSCHLAND;26;2;62965;0,158938;;;;;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;BSW;27;1;270214;0,683984;;;;;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;BSW;27;2;1946876;4,914351;;;;;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;MERA25;28;1;658;0,001666;;;;;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;MERA25;28;2;5738;0,014484;;;;;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;WerteUnion;29;1;2409;0,006098;;;;;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Partei;WerteUnion;29;2;5123;0,012932;;;;;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;Einzelbewerber/Wählergruppe;Einzelbewerber/Wählergruppe;30;1;59160;0,14975;;;;;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;System-Gruppe;Übrige;1000;1;;;150930;0,408999;;-0,408999;;
BT;23.02.2025;Bund;99;Bundesgebiet;;;System-Gruppe;Übrige;1000;2;;;197176;0,533325;;-0,533325;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;System-Gruppe;Wahlberechtigte;-4;;1626386;;1636473;;-0,616387;;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;System-Gruppe;Wählende;-3;;1357660;83,477108;1277987;78,093986;6,234257;5,383122;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;System-Gruppe;Ungültige;-2;1;10598;0,780608;12015;0,94015;-11,793591;-0,159543;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;System-Gruppe;Ungültige;-2;2;7367;0,542625;9881;0,773169;-25,442769;-0,230544;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;System-Gruppe;Gültige;-1;1;1347062;99,219392;1265972;99,05985;6,405355;0,159543;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;System-Gruppe;Gültige;-1;2;1350293;99,457375;1268106;99,226831;6,481083;0,230544;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;SPD;1;1;323183;23,991695;396191;31,2954;-18,427476;-7,303705;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;SPD;1;2;259621;19,227012;365061;28,787893;-28,882844;-9,560881;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;CDU;2;1;431634;32,042623;348150;27,500608;23,979319;4,542015;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;CDU;2;2;387611;28,705696;289541;22,832555;33,870851;5,873141;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;GRÜNE;3;1;172267;12,78835;198038;15,643158;-13,013159;-2,854808;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;GRÜNE;3;2;185967;13,772344;216546;17,076333;-14,121249;-3,303989;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;FDP;4;1;50075;3,717349;130544;10,31176;-61,641286;-6,594411;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;FDP;4;2;66568;4,929893;165418;13,044493;-59,757705;-8,1146;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;AfD;5;1;229222;17,01644;86526;6,834748;164,916904;10,181692;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;AfD;5;2;231543;17,147612;91031;7,178501;154,356208;9,969111;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;Die Linke;6;1;80137;5,949021;37288;2,945405;114,913645;3,003616;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;Die Linke;6;2;96838;7,171629;42170;3,325432;129,637183;3,846197;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;SSW;7;1;18870;1,400826;12032;0,950416;56,831782;0,45041;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;SSW;7;2;38710;2,866785;27373;2,158573;41,416725;0,708212;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;Die PARTEI;8;1;;;12996;1,026563;;-1,026563;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;Die PARTEI;8;2;9910;0,733915;12223;0,963878;-18,923341;-0,229964;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;FREIE WÄHLER;9;1;21459;1,593022;21399;1,690322;0,280387;-0,097299;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;FREIE WÄHLER;9;2;10948;0,810787;13200;1,040922;-17,060606;-0,230135;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;Volt;10;1;17980;1,334757;765;0,060428;2250,326797;1,274329;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;Volt;10;2;12161;0,900619;2945;0,232236;312,937182;0,668383;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;MLPD;11;1;286;0,021231;189;0,014929;51,322751;0,006302;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;MLPD;11;2;425;0,031475;238;0,018768;78,571429;0,012707;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;BÜNDNIS DEUTSCHLAND;12;1;1949;0,144685;;;;;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;BÜNDNIS DEUTSCHLAND;12;2;2219;0,164335;;;;;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;BSW;13;1;;;;;;;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;BSW;13;2;47772;3,537899;;;;;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Einzelbewerber/Wählergruppe;Einzelbewerber/Wählergruppe;14;1;0;0;;;;;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;dieBasis;15;1;;;19256;1,521045;;-1,521045;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;dieBasis;15;2;;;16242;1,280808;;-1,280808;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;Team Todenhöfer;16;1;;;;;;;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;Team Todenhöfer;16;2;;;3996;0,315116;;-0,315116;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;ÖDP;17;1;;;;;;;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;ÖDP;17;2;;;1169;0,092185;;-0,092185;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;PdH;18;1;;;;;;;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;PdH;18;2;;;1171;0,092342;;-0,092342;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;Tierschutzpartei;19;1;;;;;;;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;Partei;Tierschutzpartei;19;2;;;15259;1,203291;;-1,203291;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;System-Gruppe;Übrige;1000;1;;;2598;0,205218;;-0,205218;;
BT;23.02.2025;Land;01;Schleswig-Holstein;BUND;99;System-Gruppe;Übrige;1000;2;;;4523;0,356674;;-0,356674;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;System-Gruppe;Wahlberechtigte;-4;;622634;;635811;;-2,072471;;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;System-Gruppe;Wählende;-3;;491740;78,977377;444224;69,867303;10,696405;9,110073;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;System-Gruppe;Ungültige;-2;1;6003;1,220767;8909;2,00552;-32,6187;-0,784753;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;System-Gruppe;Ungültige;-2;2;4020;0,817505;8284;1,864825;-51,472718;-1,04732;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;System-Gruppe;Gültige;-1;1;485737;98,779233;435315;97,99448;11,582877;0,784753;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;System-Gruppe;Gültige;-1;2;487720;99,182495;435940;98,135175;11,877781;1,04732;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;SPD;1;1;88527;18,225295;131858;30,29025;-32,861867;-12,064955;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;SPD;1;2;57477;11,784836;129234;29,644905;-55,524862;-17,86007;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;AfD;2;1;199534;41,078608;91677;21,059922;117,64892;20,018686;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;AfD;2;2;191122;39,186829;89196;20,460614;114,27194;18,726215;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;CDU;3;1;96697;19,907275;87340;20,063632;10,713304;-0,156357;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;CDU;3;2;87172;17,87337;79707;18,283938;9,365551;-0,410568;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;Die Linke;4;1;53054;10,922372;45645;10,48551;16,231789;0,436861;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;Die Linke;4;2;49540;10,157467;44783;10,272744;10,622334;-0,115277;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;FDP;5;1;14617;3,009242;31312;7,192952;-53,318217;-4,183711;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;FDP;5;2;14805;3,035553;33685;7,726981;-56,048686;-4,691428;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;GRÜNE;6;1;12904;2,656582;21848;5,018894;-40,937386;-2,362313;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;GRÜNE;6;2;17828;3,655376;23942;5,49204;-25,536714;-1,836664;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;Tierschutzpartei;7;1;;;4765;1,09461;;-1,09461;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;Tierschutzpartei;7;2;6735;1,380915;8833;2,026196;-23,75184;-0,645281;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;FREIE WÄHLER;8;1;14408;2,966214;10263;2,357603;40,387801;0,608611;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;FREIE WÄHLER;8;2;5184;1,062905;7022;1,610772;-26,174879;-0,547867;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;Volt;9;1;;;;;;;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;Volt;9;2;2226;0,456409;668;0,153232;233,233533;0,303177;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;MLPD;10;1;;;445;0,102225;;-0,102225;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;MLPD;10;2;292;0,05987;317;0,072716;-7,886435;-0,012846;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;BÜNDNIS DEUTSCHLAND;11;1;3364;0,692556;;;;;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;BÜNDNIS DEUTSCHLAND;11;2;1605;0,329082;;;;;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;BSW;12;1;;;;;;;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;BSW;12;2;53734;11,017387;;;;;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Einzelbewerber/Wählergruppe;Einzelbewerber/Wählergruppe;13;1;2632;0,541857;;;;;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;dieBasis;14;1;;;6053;1,390487;;-1,390487;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;dieBasis;14;2;;;7737;1,774786;;-1,774786;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;Team Todenhöfer;15;1;;;;;;;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;Team Todenhöfer;15;2;;;947;0,217232;;-0,217232;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;ÖDP;16;1;;;;;;;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;ÖDP;16;2;;;563;0,129146;;-0,129146;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;PdH;17;1;;;;;;;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;PdH;17;2;;;517;0,118594;;-0,118594;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;Die PARTEI;18;1;;;;;;;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;Die PARTEI;18;2;;;3036;0,696426;;-0,696426;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;PIRATEN;19;1;;;;;;;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;Partei;PIRATEN;19;2;;;1585;0,363582;;-0,363582;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;System-Gruppe;Übrige;1000;1;;;4109;0,943914;;-0,943914;;
BT;23.02.2025;Land;13;Mecklenburg-Vorpommern;BUND;99;System-Gruppe;Übrige;1000;2;;;4168;0,956095;;-0,956095;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;System-Gruppe;Wahlberechtigte;-4;;1299260;;1298792;;0,036033;;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;System-Gruppe;Wählende;-3;;1050234;80,833244;1011044;77,844951;3,876191;2,988292;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;System-Gruppe;Ungültige;-2;1;8707;0,829053;7720;0,763567;12,784974;0,065486;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;System-Gruppe;Ungültige;-2;2;5365;0,510839;5500;0,543992;-2,454545;-0,033154;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;System-Gruppe;Gültige;-1;1;1041527;99,170947;1003324;99,236433;3,807643;-0,065486;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;System-Gruppe;Gültige;-1;2;1044869;99,489161;1005544;99,456008;3,910818;0,033154;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;SPD;1;1;291989;28,034703;334831;33,372171;-12,795112;-5,337468;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;SPD;1;2;237564;22,736247;298342;29,669711;-20,371922;-6,933464;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;GRÜNE;2;1;214636;20,607819;237328;23,654174;-9,561451;-3,046354;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;GRÜNE;2;2;201761;19,309693;250532;24,915071;-19,466974;-5,605377;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;CDU;3;1;231873;22,262793;179572;17,897708;29,125365;4,365085;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;CDU;3;2;216782;20,74729;155220;15,43642;39,661126;5,310869;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;FDP;4;1;35365;3,395495;84603;8,432271;-58,198882;-5,036776;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;FDP;4;2;47078;4,505637;114602;11,397015;-58,920438;-6,891378;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;Die Linke;5;1;129846;12,466888;72507;7,226679;79,08064;5,240209;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;Die Linke;5;2;150930;14,444873;67578;6,720541;123,341916;7,724332;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;AfD;6;1;114568;11,000003;49828;4,966292;129,926949;6,033711;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;AfD;6;2;113463;10,859065;50537;5,025837;124,514712;5,833228;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;Tierschutzpartei;7;1;;;;;;;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;Tierschutzpartei;7;2;9707;0,929016;12325;1,225705;-21,241379;-0,296689;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;Die PARTEI;8;1;;;6585;0,656318;;-0,656318;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;Die PARTEI;8;2;4517;0,432303;10147;1,009106;-55,48438;-0,576803;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;FREIE WÄHLER;9;1;9694;0,930749;6743;0,672066;43,763903;0,258683;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;FREIE WÄHLER;9;2;3880;0,371338;5601;0,557012;-30,726656;-0,185674;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;Volt;10;1;11913;1,143801;4476;0,446117;166,152815;0,697684;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;Volt;10;2;15555;1,488703;5429;0,539907;186,516854;0,948797;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;MLPD;11;1;1643;0,157749;962;0,095881;70,790021;0,061868;;
BT;23.02.2025;Land;02;Hamburg;BUND;99;Partei;MLPD;11;2;530;0,050724;348;0,034608;52,298851;0,016116;;
